work_idx	cmd	pid	dirs	time_req	run_idx	result	man_name	time_start	time_end	time_since_start	worker_time_start	worker_time_end	worker_time	utime	stime	maxrss	ixrss	idrss	isrss	minflt	majflt	io	io_filename
89	mProjectPP  -X -x 1.01962 ../../data/data2/2mass-atlas-981204n-j0460044.fits p2mass-atlas-981204n-j0460044.fits ../../data/data2/region.hdr	31201	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.393	0	exit 0	huscs006-kabe-2011-06-06-18-57-15-22476	0.393	4.442	4.049	0.691	4.434	3.743	1.880	0.040	0	0	0	0	4845	0	[struct stat="OK", time=4] 	-
90	mProjectPP  -X -x 1.01803 ../../data/data2/2mass-atlas-981204n-j0450244.fits p2mass-atlas-981204n-j0450244.fits ../../data/data2/region.hdr	31202	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.395	0	exit 0	huscs006-kabe-2011-06-06-18-57-15-22476	0.396	4.472	4.076	0.694	4.455	3.761	1.880	0.036	0	0	0	0	4831	0	[struct stat="OK", time=4] 	-
91	mProjectPP  -X -x 1.02226 ../../data/data2/2mass-atlas-981204n-j0480044.fits p2mass-atlas-981204n-j0480044.fits ../../data/data2/region.hdr	31203	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.398	0	exit 0	huscs006-kabe-2011-06-06-18-57-15-22476	0.398	4.600	4.202	0.695	4.594	3.898	1.864	0.040	0	0	0	0	4863	0	[struct stat="OK", time=4] 	-
92	mProjectPP  -X -x 1.01803 ../../data/data2/2mass-atlas-981204n-j0450232.fits p2mass-atlas-981204n-j0450232.fits ../../data/data2/region.hdr	31204	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.401	0	exit 0	huscs006-kabe-2011-06-06-18-57-15-22476	0.402	4.580	4.178	0.698	4.569	3.871	1.908	0.012	0	0	0	0	4839	0	[struct stat="OK", time=4] 	-
93	mProjectPP  -X -x 1.01634 ../../data/data2/2mass-atlas-981204n-j0440044.fits p2mass-atlas-981204n-j0440044.fits ../../data/data2/region.hdr	31207	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.407	0	exit 0	huscs006-kabe-2011-06-06-18-57-15-22476	0.411	3.881	3.470	0.699	3.829	3.129	1.868	0.048	0	0	0	0	4827	0	[struct stat="OK", time=3] 	-
94	mProjectPP  -X -x 1.02056 ../../data/data2/2mass-atlas-981204n-j0470244.fits p2mass-atlas-981204n-j0470244.fits ../../data/data2/region.hdr	31206	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.412	0	exit 0	huscs006-kabe-2011-06-06-18-57-15-22476	0.414	4.577	4.164	0.703	4.568	3.865	1.892	0.028	0	0	0	0	4854	0	[struct stat="OK", time=4] 	-
97	mProjectPP  -X -x 1.01803 ../../data/data2/2mass-atlas-981204n-j0450220.fits p2mass-atlas-981204n-j0450220.fits ../../data/data2/region.hdr	31208	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.422	0	exit 0	huscs017-kabe-2011-06-06-18-57-17-21020	0.422	3.602	3.180	0.774	3.546	2.773	1.864	0.028	0	0	0	0	4819	0	[struct stat="OK", time=3] 	-
104	mProjectPP  -X -x 1.01503 ../../data/data2/2mass-atlas-981204n-j0430185.fits p2mass-atlas-981204n-j0430185.fits ../../data/data2/region.hdr	31216	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.443	0	exit 0	huscs017-kabe-2011-06-06-18-57-17-21020	0.443	4.613	4.170	0.835	4.604	3.768	1.892	0.040	0	0	0	0	4809	0	[struct stat="OK", time=4] 	-
105	mProjectPP  -X -x 1.01503 ../../data/data2/2mass-atlas-981204n-j0430197.fits p2mass-atlas-981204n-j0430197.fits ../../data/data2/region.hdr	31219	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.449	0	exit 0	huscs017-kabe-2011-06-06-18-57-17-21020	0.449	4.977	4.528	0.837	4.970	4.133	1.872	0.044	0	0	0	0	4810	0	[struct stat="OK", time=4] 	-
109	mProjectPP  -X -x 1.02235 ../../data/data2/2mass-atlas-981204n-j0480091.fits p2mass-atlas-981204n-j0480091.fits ../../data/data2/region.hdr	31221	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.456	0	exit 0	huscs017-kabe-2011-06-06-18-57-17-21020	0.456	4.951	4.495	0.919	4.944	4.025	1.816	0.040	0	0	0	0	4855	0	[struct stat="OK", time=4] 	-
110	mProjectPP  -X -x 1.01644 ../../data/data2/2mass-atlas-981204n-j0440080.fits p2mass-atlas-981204n-j0440080.fits ../../data/data2/region.hdr	31220	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.459	0	exit 0	huscs017-kabe-2011-06-06-18-57-17-21020	0.460	4.800	4.340	0.921	4.793	3.872	1.844	0.036	0	0	0	0	4809	0	[struct stat="OK", time=3] 	-
112	mProjectPP  -X -x 1.01494 ../../data/data2/2mass-atlas-981204n-j0430209.fits p2mass-atlas-981204n-j0430209.fits ../../data/data2/region.hdr	31224	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.462	0	exit 0	huscs007-kabe-2011-06-06-18-57-17-11938	0.463	3.347	2.885	0.937	3.326	2.388	1.848	0.032	0	0	0	0	4805	0	[struct stat="OK", time=3] 	-
113	mProjectPP  -X -x 1.01513 ../../data/data2/2mass-atlas-981204n-j0430173.fits p2mass-atlas-981204n-j0430173.fits ../../data/data2/region.hdr	31225	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.475	0	exit 0	huscs007-kabe-2011-06-06-18-57-17-11938	0.476	3.371	2.895	0.941	3.329	2.388	1.856	0.028	0	0	0	0	4810	0	[struct stat="OK", time=3] 	-
114	mProjectPP  -X -x 1.04674 ../../data/data2/2mass-atlas-001025n-j0730197.fits p2mass-atlas-001025n-j0730197.fits ../../data/data2/region.hdr	31227	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.486	0	exit 0	huscs007-kabe-2011-06-06-18-57-17-11938	0.487	4.068	3.581	0.944	4.039	3.095	1.852	0.048	0	0	0	0	4813	0	[struct stat="OK", time=3] 	-
115	mProjectPP  -X -x 0.96020 ../../data/data2/2mass-atlas-971024n-j0080056.fits p2mass-atlas-971024n-j0080056.fits ../../data/data2/region.hdr	31229	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.492	0	exit 0	huscs007-kabe-2011-06-06-18-57-17-11938	0.493	3.889	3.395	0.954	3.852	2.898	1.848	0.060	0	0	0	0	4781	0	[struct stat="OK", time=3] 	-
116	mProjectPP  -X -x 1.04771 ../../data/data2/2mass-atlas-001025n-j0740056.fits p2mass-atlas-001025n-j0740056.fits ../../data/data2/region.hdr	31228	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.493	0	exit 0	huscs007-kabe-2011-06-06-18-57-17-11938	0.493	4.060	3.567	0.955	4.036	3.081	1.844	0.028	0	0	0	0	4805	0	[struct stat="OK", time=3] 	-
117	mProjectPP  -X -x 1.05877 ../../data/data2/2mass-atlas-001016n-j1030232.fits p2mass-atlas-001016n-j1030232.fits ../../data/data2/region.hdr	31226	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.493	0	exit 0	huscs007-kabe-2011-06-06-18-57-17-11938	0.493	3.747	3.253	0.956	3.707	2.752	1.836	0.040	0	0	0	0	4797	0	[struct stat="OK", time=3] 	-
118	mProjectPP  -X -x 1.05886 ../../data/data2/2mass-atlas-001016n-j1030220.fits p2mass-atlas-001016n-j1030220.fits ../../data/data2/region.hdr	31231	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.497	0	exit 0	huscs007-kabe-2011-06-06-18-57-17-11938	0.499	3.676	3.177	0.959	3.648	2.689	1.808	0.056	0	0	0	0	4795	0	[struct stat="OK", time=3] 	-
119	mProjectPP  -X -x 1.14572 ../../data/data2/2mass-atlas-981123n-j0720068.fits p2mass-atlas-981123n-j0720068.fits ../../data/data2/region.hdr	31230	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.501	0	exit 0	huscs007-kabe-2011-06-06-18-57-17-11938	0.504	3.763	3.260	0.962	3.726	2.763	1.852	0.060	0	0	0	0	4912	0	[struct stat="OK", time=3] 	-
120	mProjectPP  -X -x 1.04771 ../../data/data2/2mass-atlas-001025n-j0740068.fits p2mass-atlas-001025n-j0740068.fits ../../data/data2/region.hdr	31232	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.503	0	exit 0	huscs007-kabe-2011-06-06-18-57-17-11938	0.504	3.892	3.388	0.963	3.866	2.902	1.832	0.028	0	0	0	0	4822	0	[struct stat="OK", time=3] 	-
121	mProjectPP  -X -x 0.96011 ../../data/data2/2mass-atlas-971024n-j0080068.fits p2mass-atlas-971024n-j0080068.fits ../../data/data2/region.hdr	31233	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.772	0	exit 0	huscs007-kabe-2011-06-06-18-57-17-11938	0.812	3.999	3.187	0.980	3.987	3.007	1.860	0.060	0	0	0	0	4791	0	[struct stat="OK", time=3] 	-
122	mProjectPP  -X -x 0.95861 ../../data/data2/2mass-atlas-971024n-j0090209.fits p2mass-atlas-971024n-j0090209.fits ../../data/data2/region.hdr	31234	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.773	0	exit 0	huscs007-kabe-2011-06-06-18-57-17-11938	0.812	4.192	3.380	0.980	4.187	3.206	1.808	0.044	0	0	0	0	4803	0	[struct stat="OK", time=4] 	-
123	mProjectPP  -X -x 1.04761 ../../data/data2/2mass-atlas-001025n-j0740044.fits p2mass-atlas-001025n-j0740044.fits ../../data/data2/region.hdr	31235	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.774	0	exit 0	huscs007-kabe-2011-06-06-18-57-17-11938	0.812	4.172	3.360	0.981	4.154	3.173	1.836	0.064	0	0	0	0	4811	0	[struct stat="OK", time=4] 	-
124	mProjectPP  -X -x 1.14572 ../../data/data2/2mass-atlas-981123n-j0720056.fits p2mass-atlas-981123n-j0720056.fits ../../data/data2/region.hdr	31236	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.775	0	exit 0	huscs007-kabe-2011-06-06-18-57-17-11938	0.812	4.299	3.487	0.982	4.291	3.309	1.864	0.048	0	0	0	0	4792	0	[struct stat="OK", time=4] 	-
125	mProjectPP  -X -x 1.05896 ../../data/data2/2mass-atlas-001016n-j1030209.fits p2mass-atlas-001016n-j1030209.fits ../../data/data2/region.hdr	31237	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.776	0	exit 0	huscs007-kabe-2011-06-06-18-57-17-11938	0.812	4.064	3.252	0.983	4.036	3.052	1.864	0.052	0	0	0	0	4804	0	[struct stat="OK", time=3] 	-
126	mProjectPP  -X -x 1.04694 ../../data/data2/2mass-atlas-001025n-j0730173.fits p2mass-atlas-001025n-j0730173.fits ../../data/data2/region.hdr	31238	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.777	0	exit 0	huscs007-kabe-2011-06-06-18-57-17-11938	0.812	4.257	3.444	0.985	4.251	3.266	1.820	0.072	0	0	0	0	4824	0	[struct stat="OK", time=4] 	-
127	mProjectPP  -X -x 1.05925 ../../data/data2/2mass-atlas-001016n-j1030173.fits p2mass-atlas-001016n-j1030173.fits ../../data/data2/region.hdr	31239	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.777	0	exit 0	huscs007-kabe-2011-06-06-18-57-17-11938	0.812	3.919	3.107	0.988	3.901	2.914	1.816	0.052	0	0	0	0	4800	0	[struct stat="OK", time=3] 	-
144	mProjectPP  -X -x 1.13386 ../../data/data2/2mass-atlas-991212n-j0420021.fits p2mass-atlas-991212n-j0420021.fits ../../data/data2/region.hdr	31255	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.795	0	exit 0	huscs003-kabe-2011-06-06-18-57-17-28715	0.812	3.315	2.502	0.979	3.291	2.312	1.828	0.128	0	0	0	0	4882	0	[struct stat="OK", time=3] 	-
145	mProjectPP  -X -x 1.14246 ../../data/data2/2mass-atlas-981123n-j0740033.fits p2mass-atlas-981123n-j0740033.fits ../../data/data2/region.hdr	31257	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.796	0	exit 0	huscs003-kabe-2011-06-06-18-57-17-28715	0.812	2.796	1.983	0.979	2.659	1.680	1.332	0.028	0	0	0	0	4880	0	[struct stat="OK", time=2] 	-
146	mProjectPP  -X -x 1.06365 ../../data/data2/2mass-atlas-981105n-j2480009.fits p2mass-atlas-981105n-j2480009.fits ../../data/data2/region.hdr	31258	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.796	0	exit 0	huscs003-kabe-2011-06-06-18-57-17-28715	0.812	2.788	1.976	0.980	2.430	1.450	1.112	0.028	0	0	0	0	4889	0	[struct stat="OK", time=2] 	-
147	mProjectPP  -X -x 1.13397 ../../data/data2/2mass-atlas-991212n-j0420033.fits p2mass-atlas-991212n-j0420033.fits ../../data/data2/region.hdr	31259	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.797	0	exit 0	huscs003-kabe-2011-06-06-18-57-17-28715	0.812	2.789	1.977	0.981	2.545	1.565	1.108	0.060	0	0	0	0	4885	0	[struct stat="OK", time=2] 	-
148	mProjectPP  -X -x 1.13386 ../../data/data2/2mass-atlas-991212n-j0420009.fits p2mass-atlas-991212n-j0420009.fits ../../data/data2/region.hdr	31260	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.798	0	exit 0	huscs003-kabe-2011-06-06-18-57-17-28715	0.812	3.717	2.905	0.981	3.683	2.702	1.980	0.056	0	0	0	0	4885	0	[struct stat="OK", time=3] 	-
149	mProjectPP  -X -x 1.14425 ../../data/data2/2mass-atlas-981123n-j0730209.fits p2mass-atlas-981123n-j0730209.fits ../../data/data2/region.hdr	31262	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.799	0	exit 0	huscs003-kabe-2011-06-06-18-57-17-28715	0.812	4.082	3.270	0.982	4.074	3.092	1.592	0.044	0	0	0	0	4879	0	[struct stat="OK", time=3] 	-
150	mProjectPP  -X -x 1.14235 ../../data/data2/2mass-atlas-981123n-j0740080.fits p2mass-atlas-981123n-j0740080.fits ../../data/data2/region.hdr	31261	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.800	0	exit 0	huscs003-kabe-2011-06-06-18-57-17-28715	0.812	3.934	3.122	0.984	3.920	2.937	1.868	0.056	0	0	0	0	4878	0	[struct stat="OK", time=3] 	-
151	mProjectPP  -X -x 1.13397 ../../data/data2/2mass-atlas-991212n-j0420056.fits p2mass-atlas-991212n-j0420056.fits ../../data/data2/region.hdr	31264	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.801	0	exit 0	huscs003-kabe-2011-06-06-18-57-17-28715	0.812	3.388	2.576	0.985	3.367	2.382	1.876	0.044	0	0	0	0	4878	0	[struct stat="OK", time=3] 	-
152	mProjectPP  -X -x 1.02348 ../../data/data2/2mass-atlas-981204n-j0490185.fits p2mass-atlas-981204n-j0490185.fits ../../data/data2/region.hdr	31263	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.802	0	exit 0	huscs003-kabe-2011-06-06-18-57-17-28715	0.812	3.136	2.324	0.987	3.120	2.133	1.696	0.032	0	0	0	0	4858	0	[struct stat="OK", time=2] 	-
153	mProjectPP  -X -x 1.14246 ../../data/data2/2mass-atlas-981123n-j0740056.fits p2mass-atlas-981123n-j0740056.fits ../../data/data2/region.hdr	31265	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.803	0	exit 0	huscs003-kabe-2011-06-06-18-57-17-28715	0.812	3.603	2.791	0.987	3.547	2.559	1.856	0.044	0	0	0	0	4880	0	[struct stat="OK", time=3] 	-
154	mProjectPP  -X -x 1.13407 ../../data/data2/2mass-atlas-991212n-j0420068.fits p2mass-atlas-991212n-j0420068.fits ../../data/data2/region.hdr	31269	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.805	0	exit 0	huscs003-kabe-2011-06-06-18-57-17-28715	0.812	4.220	3.408	0.988	4.212	3.224	1.548	0.024	0	0	0	0	4876	0	[struct stat="OK", time=4] 	-
155	mProjectPP  -X -x 1.14435 ../../data/data2/2mass-atlas-981123n-j0730197.fits p2mass-atlas-981123n-j0730197.fits ../../data/data2/region.hdr	31266	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.806	0	exit 0	huscs003-kabe-2011-06-06-18-57-17-28715	0.812	3.909	3.096	0.989	3.872	2.883	1.880	0.052	0	0	0	0	4866	0	[struct stat="OK", time=3] 	-
156	mProjectPP  -X -x 1.13407 ../../data/data2/2mass-atlas-991212n-j0420080.fits p2mass-atlas-991212n-j0420080.fits ../../data/data2/region.hdr	31267	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.807	0	exit 0	huscs003-kabe-2011-06-06-18-57-17-28715	0.812	3.503	2.691	0.990	3.490	2.501	1.828	0.044	0	0	0	0	4876	0	[struct stat="OK", time=3] 	-
157	mProjectPP  -X -x 1.13397 ../../data/data2/2mass-atlas-991212n-j0420044.fits p2mass-atlas-991212n-j0420044.fits ../../data/data2/region.hdr	31270	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.808	0	exit 0	huscs003-kabe-2011-06-06-18-57-17-28715	0.812	3.834	3.021	0.991	3.791	2.801	1.660	0.016	0	0	0	0	4913	0	[struct stat="OK", time=3] 	-
158	mProjectPP  -X -x 1.14235 ../../data/data2/2mass-atlas-981123n-j0740068.fits p2mass-atlas-981123n-j0740068.fits ../../data/data2/region.hdr	31268	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.809	0	exit 0	huscs003-kabe-2011-06-06-18-57-17-28715	0.812	3.425	2.613	0.991	3.410	2.418	1.896	0.032	0	0	0	0	4893	0	[struct stat="OK", time=3] 	-
159	mProjectPP  -X -x 1.14246 ../../data/data2/2mass-atlas-981123n-j0740044.fits p2mass-atlas-981123n-j0740044.fits ../../data/data2/region.hdr	31271	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.811	0	exit 0	huscs003-kabe-2011-06-06-18-57-17-28715	0.812	3.991	3.179	0.992	3.975	2.983	1.220	0.064	0	0	0	0	4890	0	[struct stat="OK", time=3] 	-
161	mProjectPP  -X -x 1.02358 ../../data/data2/2mass-atlas-981204n-j0490173.fits p2mass-atlas-981204n-j0490173.fits ../../data/data2/region.hdr	31289	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.037	0	exit 0	huscs003-kabe-2011-06-06-18-57-17-28715	3.045	4.510	1.465	3.055	4.503	1.448	1.108	0.032	0	0	0	0	4869	0	[struct stat="OK", time=2] 	-
167	mProjectPP  -X -x 1.06062 ../../data/data2/2mass-atlas-981105n-j2490232.fits p2mass-atlas-981105n-j2490232.fits ../../data/data2/region.hdr	31295	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.047	0	exit 0	huscs011-kabe-2011-06-06-18-57-17-543	3.051	4.831	1.780	3.057	4.818	1.761	1.456	0.016	0	0	0	0	4907	0	[struct stat="OK", time=2] 	-
169	mProjectPP  -X -x 1.01205 ../../data/data2/2mass-atlas-981204n-j0330220.fits p2mass-atlas-981204n-j0330220.fits ../../data/data2/region.hdr	31297	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	3.093	0	exit 0	huscs011-kabe-2011-06-06-18-57-17-543	3.099	4.928	1.829	3.104	4.920	1.816	1.476	0.036	0	0	0	0	4886	0	[struct stat="OK", time=2] 	-
37	mProjectPP  -X -x 1.01149 ../../data/data2/2mass-atlas-981204n-j0350209.fits p2mass-atlas-981204n-j0350209.fits ../../data/data2/region.hdr	31142	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.323	0	exit 0	huscs014-kabe-2011-06-06-18-57-15-8356	0.354	7.968	7.614	0.684	7.952	7.268	1.904	0.024	0	0	0	0	4875	0	[struct stat="OK", time=7] 	-
38	mProjectPP  -X -x 1.07875 ../../data/data2/2mass-atlas-001016n-j0910209.fits p2mass-atlas-001016n-j0910209.fits ../../data/data2/region.hdr	31144	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.323	0	exit 0	huscs014-kabe-2011-06-06-18-57-15-8356	0.354	7.719	7.365	0.685	6.513	5.828	1.828	0.040	0	0	0	0	4856	0	[struct stat="OK", time=6] 	-
39	mProjectPP  -X -x 1.07885 ../../data/data2/2mass-atlas-001016n-j0910197.fits p2mass-atlas-001016n-j0910197.fits ../../data/data2/region.hdr	31147	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.324	0	exit 0	huscs014-kabe-2011-06-06-18-57-15-8356	0.354	8.154	7.800	0.685	8.151	7.465	1.868	0.040	0	0	0	0	4855	0	[struct stat="OK", time=8] 	-
42	mProjectPP  -X -x 1.01205 ../../data/data2/2mass-atlas-981204n-j0340091.fits p2mass-atlas-981204n-j0340091.fits ../../data/data2/region.hdr	31150	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.326	0	exit 0	huscs014-kabe-2011-06-06-18-57-15-8356	0.354	7.732	7.378	0.689	7.063	6.375	1.784	0.040	0	0	0	0	4886	0	[struct stat="OK", time=6] 	-
47	mProjectPP  -X -x 1.14256 ../../data/data2/2mass-atlas-981123n-j0740021.fits p2mass-atlas-981123n-j0740021.fits ../../data/data2/region.hdr	31160	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.330	0	exit 0	huscs014-kabe-2011-06-06-18-57-15-8356	0.354	8.459	8.105	0.694	8.451	7.758	1.792	0.052	0	0	0	0	4888	0	[struct stat="OK", time=8] 	-
51	mProjectPP  -X -x 1.02207 ../../data/data2/2mass-atlas-981204n-j0480009.fits p2mass-atlas-981204n-j0480009.fits ../../data/data2/region.hdr	31163	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.333	0	exit 0	huscs017-kabe-2011-06-06-18-57-17-21024	0.354	8.807	8.453	0.725	8.794	8.069	1.820	0.056	0	0	0	0	4865	0	[struct stat="OK", time=8] 	-
52	mProjectPP  -X -x 1.06709 ../../data/data2/2mass-atlas-981105n-j2460009.fits p2mass-atlas-981105n-j2460009.fits ../../data/data2/region.hdr	31164	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.333	0	exit 0	huscs017-kabe-2011-06-06-18-57-17-21024	0.354	7.723	7.369	0.727	6.575	5.848	1.928	0.048	0	0	0	0	4878	0	[struct stat="OK", time=6] 	-
53	mProjectPP  -X -x 1.02310 ../../data/data2/2mass-atlas-981204n-j0490244.fits p2mass-atlas-981204n-j0490244.fits ../../data/data2/region.hdr	31166	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.334	0	exit 0	huscs017-kabe-2011-06-06-18-57-17-21024	0.354	8.237	7.883	0.730	8.207	7.477	1.864	0.036	0	0	0	0	4876	0	[struct stat="OK", time=8] 	-
54	mProjectPP  -X -x 1.14393 ../../data/data2/2mass-atlas-981123n-j0730256.fits p2mass-atlas-981123n-j0730256.fits ../../data/data2/region.hdr	31165	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.335	0	exit 0	huscs017-kabe-2011-06-06-18-57-17-21024	0.354	7.807	7.453	0.731	7.801	7.070	1.884	0.048	0	0	0	0	4887	0	[struct stat="OK", time=7] 	-
56	mProjectPP  -X -x 1.07895 ../../data/data2/2mass-atlas-001016n-j0910185.fits p2mass-atlas-001016n-j0910185.fits ../../data/data2/region.hdr	31149	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.336	0	exit 0	huscs017-kabe-2011-06-06-18-57-17-21024	0.354	7.743	7.389	0.733	7.272	6.540	1.836	0.052	0	0	0	0	4851	0	[struct stat="OK", time=7] 	-
57	mProjectPP  -X -x 1.14404 ../../data/data2/2mass-atlas-981123n-j0730232.fits p2mass-atlas-981123n-j0730232.fits ../../data/data2/region.hdr	31167	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.337	0	exit 0	huscs017-kabe-2011-06-06-18-57-17-21024	0.354	8.275	7.921	0.733	8.268	7.534	1.864	0.036	0	0	0	0	4881	0	[struct stat="OK", time=8] 	-
62	mProjectPP  -X -x 1.01316 ../../data/data2/2mass-atlas-981204n-j0420044.fits p2mass-atlas-981204n-j0420044.fits ../../data/data2/region.hdr	31174	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.340	0	exit 0	huscs017-kabe-2011-06-06-18-57-17-21024	0.354	7.775	7.421	0.738	7.656	6.918	1.856	0.036	0	0	0	0	4816	0	[struct stat="OK", time=7] 	-
63	mProjectPP  -X -x 0.96037 ../../data/data2/2mass-atlas-971024n-j0080033.fits p2mass-atlas-971024n-j0080033.fits ../../data/data2/region.hdr	31175	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.341	0	exit 0	huscs017-kabe-2011-06-06-18-57-17-21024	0.354	8.424	8.070	0.739	8.415	7.677	1.880	0.060	0	0	0	0	4790	0	[struct stat="OK", time=8] 	-
65	mProjectPP  -X -x 0.96028 ../../data/data2/2mass-atlas-971024n-j0080044.fits p2mass-atlas-971024n-j0080044.fits ../../data/data2/region.hdr	31177	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.343	0	exit 0	huscs014-kabe-2011-06-06-18-57-17-8401	0.354	8.728	8.374	0.741	8.719	7.978	1.884	0.052	0	0	0	0	4785	0	[struct stat="OK", time=8] 	-
66	mProjectPP  -X -x 1.01625 ../../data/data2/2mass-atlas-981204n-j0440021.fits p2mass-atlas-981204n-j0440021.fits ../../data/data2/region.hdr	31178	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.344	0	exit 0	huscs014-kabe-2011-06-06-18-57-17-8401	0.354	7.832	7.478	0.742	7.826	7.084	1.840	0.036	0	0	0	0	4812	0	[struct stat="OK", time=7] 	-
67	mProjectPP  -X -x 1.14583 ../../data/data2/2mass-atlas-981123n-j0720044.fits p2mass-atlas-981123n-j0720044.fits ../../data/data2/region.hdr	31181	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.345	0	exit 0	huscs014-kabe-2011-06-06-18-57-17-8401	0.354	8.733	8.379	0.743	8.722	7.980	1.836	0.068	0	0	0	0	4782	0	[struct stat="OK", time=8] 	-
70	mProjectPP  -X -x 0.95843 ../../data/data2/2mass-atlas-971024n-j0090232.fits p2mass-atlas-971024n-j0090232.fits ../../data/data2/region.hdr	31182	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.348	0	exit 0	huscs014-kabe-2011-06-06-18-57-17-8401	0.354	8.907	8.553	0.745	8.902	8.157	1.592	0.068	0	0	0	0	4790	0	[struct stat="OK", time=8] 	-
71	mProjectPP  -X -x 1.01475 ../../data/data2/2mass-atlas-981204n-j0430244.fits p2mass-atlas-981204n-j0430244.fits ../../data/data2/region.hdr	31184	['/home/kabe/svn/wf_set/montage/solvers/gxp_make']	0.349	0	exit 0	huscs014-kabe-2011-06-06-18-57-17-8401	0.354	7.747	7.393	0.745	7.313	6.568	1.840	0.064	0	0	0	0	4801	0	[struct stat="OK", time=7] 	-
